Name,BSE Code,NSE Code
Purple United,,PURPLEUTED
Purple Wave Info,544627,
Purshottam Inves,538647,
Purv Flexi,,PURVFLEXI
Pushpa Jewellers,,PUSHPA
PVP Ventures,517556,PVP
PVR Inox,532689,PVRINOX
PVV Infra Ltd,536659,
Pyramid Technopl,543969,PYRAMID
Qgo Finance,538646,
QMS Medical,,QMSMEDI
Quadpro ITeS,,QUADPRO
Quadrant Future,544336,QUADFUTURE
Quadrant Tele.,511116,
Qualitek Labs,544091,
Quality Foils,,QFIL
Quality Power El,544367,QPOWER
Quality RO Indu.,543460,
Quantum Digital,530281,
Quasar India,538452,
Quess Corp,539978,QUESS
Quest Capital,500069,
Quest Flow,543982,
Quest Laborato.,,QUESTLAB
Quick Heal Tech,539678,QUICKHEAL
Quicktouch Tech,,QUICKTOUCH
Quint Digital,539515,
Quintegra Soln.,532866,QUINTEGRA
QVC Exports,,QVCEL
R C F,524230,RCF
R G F Capital,539669,
R J Shah & Co,509845,
R K Swamy,544136,RKSWAMY
R M Drip & Sprin,544456,RMDRIP
R O Jewels,543171,
R R Fin. Cons.,511626,
R R Kabel,543981,RRKABEL
R S Software (I),517447,RSSOFTWARE
R Systems Intl.,532735,RSYSTEMS
R&B Denims,538119,RNBDENIMS
Raaj Medisafe,524502,
Raasi Refractor,502271,
Race Eco,537785,RACE
Rachana Infra.,,RILINFRA
Rachit Prints,544503,
RACL Geartech,520073,RACLGEAR
Raconteur Global,541703,
Radaan Media.,590070,RADAAN
Radhagobind Comm,539673,
Radhe Develop.,531273,
Radhika Jeweltec,540125,RADHIKAJWE
Radiant Cash,543732,RADIANTCMS
Radico Khaitan,532497,RADICO
Radiowalla,,RADIOWALLA
Radix Industries,531412,
Raghav Product.,539837,RPEL
Raghunath Intl.,526813,
Raghuvansh Agro.,538921,
Raghuvir Synth,514316,
Rail Vikas,542649,RVNL
Railtel Corpn.,543265,RAILTEL
Rain Industries,500339,RAIN
Rainbow Child.,543524,RAINBOW
Rainbow Foundat.,531694,
Raj Oil Mills,533093,ROML
Raj Packaging,530111,
Raj Rayon Inds.,530699,RAJRILTD
Raj Television,532826,RAJTV
Raja Bahadur Int,503127,
Rajapalayam Mill,532503,
Rajas. Petro Syn,506975,RAJASPETRO
Rajas. Tube Mfg,530253,
Rajasthan Cylind,538707,
Rajasthan Securities,526873,
Rajdarshan Inds,526662,ARENTERP
Rajesh Exports,531500,RAJESHEXPO
Rajesh Power,544291,
Rajeshwari Cans,543285,
Rajeswari Infra.,526823,
Rajgor Castor,,RCDL
Rajkamal Synth.,514028,
Rajkot Inv.Trust,539495,
Rajnandini Metal,,RAJMET
Rajnish Retail,530525,
Rajnish Wellness,541601,
Rajoo Engineers,522257,RAJOOENG
Rajputana Bio.,,RAJPUTANA
Rajputana Indu.,,RAJINDLTD
Rajputana Invest,539090,
Rajratan Global,517522,RAJRATAN
Rajshree Polypac,,RPPL
Rajshree Sugars,500354,RAJSREESUG
Rajvir Inds.,532665,RAJVIR
Rallis India,500355,RALLIS
Ram Info,530951,
Ram Ratna Wires,522281,RAMRAT
Rama Paper Mills,500357,
Rama Petrochem,500358,
Rama Phosphates,524037,RAMAPHO
Rama Steel Tubes,539309,RAMASTEEL
Rama Telecom,,RTL
Rama Vision,523289,
Ramasigns Indus.,515127,
Ramchandra Leas.,538540,
Ramco Inds.,532369,RAMCOIND
Ramco Systems,532370,RAMCOSYS
Ramdevbaba Sol.,,RBS
Ramgopal Polytex,514223,RAMGOPOLY
Ramkrishna Forg.,532527,RKFORGE
Ramky Infra,533262,RAMKY
Ramsons Projects,530925,
Rana Sugars,507490,RANASUG
Rander Corpn.,531228,
Rane (Madras),532661,RML
Rane Holdings,505800,RANEHOLDIN
Ranjeet Mechatr.,541945,
Ranjit Securitie,531572,
Rap Corp,531583,
Rapicut Carbides,500360,
Rapid Fleet,,RAPIDFLEET
Rapid Invest.,501351,
Rapid Multimodal,544237,
Rappid Valves,,RAPPID
Ras Resorts,507966,
Rasandik Engg.,522207,
Rashi Peripheral,544119,RPTECH
Rasi Electrodes,531233,
Rategain Travel,543417,RATEGAIN
Rathi Bars,532918,
Rathi Steel,504903,
Ratnabhumi Dev.,540796,
Ratnamani Metals,520111,RATNAMANI
Ratnaveer Precis,543978,RATNAVEER
RattanIndia Ent,534597,RTNINDIA
RattanIndia Pow.,533122,RTNPOWER
Raunaq Intl.,537840,
Ravelcare,544629,
Ravi Leela Gran,526095,
Ravikumar Distll,533294,RKDL
Ravinder Heights,543251,RVHL
Ravindra Energy,504341,RELTD
Raw Edge Indust.,541634,
Raymond,500330,RAYMOND
Raymond Lifestyl,544240,RAYMONDLSL
Raymond Realty,544420,RAYMONDREL
RBL Bank,540065,RBLBANK
RBM Infracon,,RBMINFRA
RBZ Jewellers Lt,544060,RBZJEWEL
RCC Cements,531825,
RCI Industries,537254,
RDB Infrastruc.,533285,
RDB Rasayans,533608,
RDB Real Estate,544346,
Readymix Cons.,,READYMIX
Real Eco-Energy,530053,
Real Touch Fin,538611,
REC Ltd,532955,RECLTD
Redington,532805,REDINGTON
Redtape,543957,REDTAPE
Reetech Intl,543617,
Refex Industries,532884,REFEX
Refex Renewables,531260,
Refractory Shap.,,REFRACTORY
Regaal Resources,544485,REGAAL
Regal Entertain.,531033,
Regency Ceramics,515018,REGENCERAM
Regency Fincorp,540175,
Regent Enterp.,512624,
Regis Industries,543208,
Rel. Chemotex,503162,RELCHEMQ
Rel. Indl. Infra,523445,RIIL
Relaxo Footwear,530517,RELAXO
Reliable Data,544207,RELIABLE
Reliable Ventur.,532124,
Reliance Communi,532712,RCOM
Reliance Home,540709,RHFL
Reliance Industr,500325,RELIANCE
Reliance Infra.,500390,RELINFRA
Reliance Power,532939,RPOWER
Relic Tech.,511712,
Relicab Cable,539760,
Religare Enterp.,532915,RELIGARE
Remedium Life,539561,
Remi Edelstahl,513043,
Remsons Ind,530919,REMSONSIND
Remus Pharma.,,REMUS
Renaiss. Global,532923,RGL
Renol Polychem,,RNPL
Repco Home Fin,535322,REPCOHOME
Repono,544463,
Repro India,532687,REPRO
Resgen,543805,
Resonance Speci.,524218,
Resourceful Auto,544236,
Response Info.,538273,
Responsive Ind,505509,RESPONIND
Restaurant Brand,543248,RBA
Restile Ceramics,515085,
Retaggio Indust.,544391,
Retina Paints,543902,
Retro Green,519191,
Revathi Equip,544246,RVTH
Revati Media,524504,
Rex Pipes&Cables,,REXPIPES
Rex Sealing,543744,
Rexnord Electr.,531888,
Rexpro Enter.,,REXPRO
Rhetan TMT Ltd,543590,RHETAN
RHI Magnesita,534076,RHIM
Riba Textiles,531952,
Rich Universe,530271,
Richa Info,,RICHA
Richfield Fin,539435,
Rico Auto Inds,520008,RICOAUTO
Riddhi Corporate,540590,
Riddhi Display,544640,
Riddhi Siddhi Gl,524480,
Riddhi Steel,540082,
Rikhav Securitie,544340,
RIR Power Electr,517035,
Risa Internatio.,530251,
Rish.Digh.Steel,531539,
Rishabh Instrum.,543977,RISHABH
Rishabh Sp. Yarn,514177,
Rishi Laser,526861,
Rishi Techtex,523021,
Rishiroop,526492,
Rita Finance and,543256,
Ritco Logistics,542383,RITCO
Rite Zone,,RITEZONE
Rites,541556,RITES
Ritesh Intl.,519097,
Rithwik Facility,540843,
RKD Agri,511169,
RKEC Projects,,RKEC
RLF,512618,
RMC Switchgears,540358,
RNFI Services,,RNFI
RNIT AI Solution,517286,
Roadstar Infra,544374,ROADSTAR
Robust Hotels,543901,RHL
Rockingdeals Cir,,ROCKINGDCE
Rodium Realty,531822,
Rolcon Engg. Co.,505807,
Rolex Rings,543325,ROLEXRINGS
Rollatainers,502448,ROLLT
Rolta India,500366,ROLTA
Roni Households,542145,
Roopa Industries,530991,
Rose Merc.,512115,
Roselabs Finance,531324,
Rossari Biotech,543213,ROSSARI
Rossell India,533168,ROSSELLIND
Rossell Techsys,544294,ROSSTECH
Roto Pumps,517500,ROTO
Rotographics (I),539922,
Route Mobile,543228,ROUTE
ROX Hi-Tech,,ROXHITECH
Royal Arc Ele.,,ROYALARC
Royal Cush. Vin.,526193,
Royal India Corp,512047,
Royal Orch.Hotel,532699,ROHLTD
Royal Sense,544143,
Royale Manor,526640,
RPG LifeScience.,532983,RPGLIFE
RPP Infra Proj.,533284,RPPINFRA
RPSG Ventures,542333,RPSGVENT
RR Metalmakers,531667,
RRIL,531307,
RRP Defense,530929,
RRPSemiconductor,504346,
RSC Internl.,530179,
RSD Finance,539875,
RSWM Ltd,500350,RSWM
RTCL,531552,
RTS Power Corpn.,531215,
Rubfila Intl.,500367,RUBFILA
Rubicon Research,544578,RUBICON
Ruby Mills,503169,RUBYMILLS
Ruchi Infrastr.,509020,RUCHINFRA
Ruchira Papers,532785,RUCHIRA
Rudra Ecovation,514010,
Rudra Gas,544121,
Rudra Global,539226,
Rudrabhish. Ent.,,REPL
Rukmani Devi Gar,544552,
Rulka,,RULKA
Rungta Irrigatn.,530449,
Rupa & Co,533552,RUPA
Ruparel Food,511740,
Rushil Decor,533470,RUSHIL
S & S Power Swit,517273,S&SPOWER
S & T Corporatio,514197,
S A I L,500113,SAIL
S A Tech Soft.,,SATECH
S C I,523598,SCI
S Chand & Compan,540497,SCHAND
S D Retail,,SDREAMS
S H Kelkar & Co.,539450,SHK
S I Cap. & Fin.,530907,
S I Paper Mills,516108,
S J Logistics (I,,SJLOGISTIC
S K Internation.,542728,
S P Apparels,540048,SPAL
S P Capital Fin.,530289,
S P I C,590030,SPIC
S T C,512531,STCINDIA
S V Global Mill,535621,
S. V. J. Enterp.,543799,
S.A.L Steel,532604,SALSTEEL
S.M. Gold,542034,
Saakshi Medtech,,SAAKSHI
Saatvik Green,544526,SAATVIKGL
SAB Events,540081,SABEVENTS
SAB Industries,539112,
Sabar Flex India,,SABAR
Saboo Sodium,530461,
Sabrimala Indus.,540132,
Sacheerome,,SACHEEROME
Sacheta Metals,531869,
Sadbhav Engg.,532710,SADBHAV
Sadbhav Infra.,539346,SADBHIN
Sadhana Nitro,506642,SADHNANIQ
Sadhav Shipping,,SADHAV
Safa Systems,543461,
Safari Inds.,523025,SAFARI
Safe Enterprises,,SAFEENTP
Safecure Service,544596,
Saffron Industri,531436,
Sagar Cements,502090,SAGCEM
Sagardeep Alloys,,SAGARDEEP
SagarSoft (India,540143,
Sagility,544282,SAGILITY
Sahaj Fashions,,SAHAJ
Sahaj Solar,,SAHAJSOLAR
Sahana Systems,,SAHANA
Sahara Housing,511533,
Sahara Maritime,544056,
Sahasra Electro.,,SAHASRA
Sahyadri Industr,532841,SAHYADRI
Sai Capital,531931,
Sai Life,544306,SAILIFE
Sai Silks,543989,KALAMANDIR
Saianand Commer.,512097,
Sainik Finance,530265,
Saint-Gob. Sekur,515043,
Saj Hotels,,SAJHOTELS
Sakar Healthcare,,SAKAR
Saksoft,590051,SAKSOFT
Sakthi Finance,511066,
Sakthi Sugars,507315,SAKHTISUG
Sakuma Exports,532713,SAKUMA
SAL Automotive,539353,
Salasar Exterior,,SECL
Salasar Techno,540642,SALASAR
Salem Erode Inv.,540181,
Salguti Industri,526554,
Salona Cotspin,590056,SALONA
Salora Intl.,500370,
Salzer Electron.,517059,SALZERELEC
Sam Industries,532005,
Samay Project,,SAMAY
Sambandam Spg.,521240,
Sambhaav Media,511630,SAMBHAAV
Sambhv Steel,544430,SAMBHV
Sameera Agro,,SAIFL
Samhi Hotels,543984,SAMHI
Samkrg Pistons,520075,
Sammaan Capital,535789,SAMMAANCAP
Samor Reality,543376,
Sampann Utpadan,534598,SAMPANN
Sampat Aluminium,544520,
Sampre Nutrition,530617,
Samrat Forgings,543229,
Samrat Pharma,530125,
Samsrita Labs,539267,
Samtex Fashion,521206,
Samvardh. Mothe.,517334,MOTHERSON
Samyak Internati,530025,
Sanathan Textile,544314,SANATHAN
Sanathnagar Ent.,509423,
Sanblue Corp.,521222,
Sanchay Finvest,511563,
Sanco Industries,,SANCO
Sanco Trans,523116,
Sancode Tech.,543897,
Sandesh,526725,SANDESH
Sandhar Tech,541163,SANDHAR
Sandu Pharma.,524703,
Sandur Manganese,504918,SANDUMA
Sangal Papers,516096,
Sangam Finserv,538714,
Sangam India,514234,SANGAMIND
Sangani Hospital,,SANGANI
Sanghi Industrie,526521,SANGHIIND
Sanghvi Brands,540782,
Sanghvi Movers,530073,SANGHVIMOV
Sanginita Chemi.,,SANGINITA
Sanjiv.Parant.,531569,
Sanmit Infra,532435,
Sanmitra Commerc,512062,
Sanofi Consumer,544250,SANOFICONR
Sanofi India,500674,SANOFI
Sanrhea Tech.,514280,
Sansera Enginee.,543358,SANSERA
Sanstar,544217,SANSTAR
Santosh Fin Fab,530035,
Sanwaria Consum.,519260,SANWARIA
Sapphire Foods,543397,SAPPHIRE
Saptak Chem &,506906,
Saptarishi Agro,519238,
Sar Auto Prod.,538992,
Sar Televenture,,SARTELE
Saraswati Commer,512020,
Saraswati Saree,544230,SSDL
Sarda Energy,504614,SARDAEN
Sarda Proteins,519242,
Saregama India,532163,SAREGAMA
Sarla Performanc,526885,SARLAPOLY
Saroja Pharma In,,SAROJA
Sarthak Global,530993,
Sarthak Industri,531930,
Sarthak Metals,540393,SMLT
Sarup Industries,514412,
Sarveshwar Foods,543688,SARVESHWAR
Sarvottam Finve.,539124,
Sashwat Technoc,506313,
Sasken Technol.,532663,SASKEN
Sastasundar Ven.,533259,SASTASUNDR
Sat Kartar,,SATKARTAR
Satchmo Holdings,533202,
Sathlokhar Sys.,,SSEGL
Sati Poly,,SATIPOLY
Satia Industries,539201,SATIA
Satiate Agri,524546,
Satin Creditcare,539404,SATIN
Sattrix Infor.,544189,
Sattva Eng.,,SATTVAENGG
Sattva Sukun,539519,
Saumya Cons,539218,
Saurashtra Cem.,502175,SAURASHCEM
Savani Financial,511577,
Saven Tech.,532404,
Savera Industrie,512634,
Savita Oil Tech,524667,SOTL
Savy Infra,,SAVY
Sawaca Enterpri.,531893,
Sawaliya Food,,SAWALIYA
Sayaji (Indore),544080,
Sayaji Hot. Pune,544090,
Sayaji Hotels,523710,
Sayaji Industr,540728,
SBC Exports,542725,SBC
SBEC Sugar,532102,
SBEC Systems,517360,
SBFC Finance,543959,SBFC
SBI,500112,SBIN
SBI Cards,543066,SBICARD
SBI Life Insuran,540719,SBILIFE
SBL Infratech,543366,
SC Agrotech,526081,
Scan Projects,531797,
Scan Steels,511672,
Schaeffler India,505790,SCHAEFFLER
Schneider Elect.,534139,SCHNEIDER
Scintilla Comm,538857,
Scoda Tubes,544411,SCODATUBES
Scoobee Garments,531234,
SDC Techmedia,535647,
Sea TV Network,533268,
Seacoast Ship.,542753,
Sealmatic India,543782,
SEAMEC Ltd,526807,SEAMECLTD
Seasons Textiles,514264,
Secmark Consult.,543234,SECMARK
SecureKloud Tech,512161,SECURKLOUD
Sejal Glass,532993,SEJALLTD
SEL Mfg. Co,532886,SELMC
Sellowrap Indus.,,SELLOWRAP
Sellwin Traders,538875,
Semac Construct,505368,SEMAC
Senco Gold,543936,SENCO
Senores Pharma.,544319,SENORES
Senthil Infotek,531980,
SEPC,532945,SEPC
Sequent Scien.,512529,SEQUENT
SER Industries,507984,
Sera Investments,512399,
Service Care Ltd,,SERVICE
Servotech Renew,,SERVOTECH
Seshaasai Tech.,544533,STYL
Seshachal Tech.,531794,
Seshasayee Paper,502450,SESHAPAPER
Setco Automotive,505075,SETCO
Setubandhan Inf.,533605,SETUINFRA
Seven Hill Inds.,511760,
Seya Industries,524324,SEYAIND
SG Finserve,539199,SGFIN
SG Mart,512329,SGMART
SGL Resources,526544,
SGN Telecoms,531812,
Sh. Ajit Pulp,538795,
Sh. Bajrang All.,526981,
Sh. Digvijay Cem,502180,SHREDIGCEM
Sh. Dinesh Mills,503804,
Sh. Ganesh Elas.,530797,
Sh. Hari Chem.,524336,
Sh. Jagdamba Pol,512453,
Sh. Karthik Pap.,516106,
Sh. Krish. Infr.,542146,
Sh. Krishna Pap.,500388,
Sh. Rajas. Synt.,503837,
Sh. Rajiv. Oil,530295,
Sh. Rama Multi.,532310,SHREERAMA
Sh. Steel Wire,513488,
Sh.Pushkar Chem.,539334,SHREEPUSHK
Sh.Renuka Sugar,532670,RENUKA
Shah Alloys,513436,SHAHALLOYS
Shah Foods,519031,
Shah Metacorp,533275,SHAH
Shahi Shipping,526508,
Shahlon Silk,542862,
Shaily Engineer.,501423,SHAILY
Shakti Press,526841,
Shakti Pumps,531431,SHAKTIPUMP
Shalby,540797,SHALBY
Shalibhadra Fin.,511754,
Shalimar Paints,509874,SHALPAINTS
Shalimar Prod.,512499,
Shalimar Wires,532455,
Shamrock Indl.,531240,
Shangar Decor,540259,
Shankar Lal Ram.,542232,SRD
Shankara Building,540425,SHANKARA
Shanmuga Hos.,544365,
Shantai Indust.,512297,
Shanthala FMCG,,SHANTHALA
Shanthi Gears,522034,SHANTIGEAR
Shanti Educat.,539921,
Shanti Gold,544459,SHANTIGOLD
Shanti Guru Inds,534708,
Shanti Overseas,,SHANTI
Shanti Spintex,544059,
Shantidoot Infra,543598,
Sharanam Infra,539584,
Sharat Industrie,519397,
Sharda Cropchem,538666,SHARDACROP
Sharda Ispat,513548,
Sharda Motor,535602,SHARDAMOTR
Shardul Sec.,512393,
Share India Sec.,540725,SHAREINDIA
Share Samadhan,544251,
Sharika Enterpr.,540786,
Sharma E I Hosp.,524548,
Sharp Chucks and,,SCML
Sharp India,523449,
Sharp Investment,538212,
Sharpline Broadc,543341,
Sharvaya Metals,544506,
Shashijit Infra.,540147,
Shashwat Furnis.,543519,
Sheel Bio.,,SHEEL
Sheela Foam,540203,SFL
Sheetal Cool,540757,SCPL
Sheetal Univer.,,SHEETAL
Shekhawati Inds,533301,SHEKHAWATI
Shelter Infra,526839,
Shelter Pharma,543963,
Shemaroo Entert.,538685,SHEMAROO
Shentracon Chem.,530757,
Shera Energy,,SHERA
Shervani Indl Sy,526117,
Sheshadri Indus.,539111,
Shetron,526137,
Shigan Quantum,,SHIGAN
Shikhar Cons.,526883,
Shilchar Tech.,531201,SHILCTECH
Shilp Gravures,513709,
Shilpa Medicare,530549,SHILPAMED
Shine Fashions,543244,
Shining Tools,544607,
Shipping Land,544142,SCILAL
Shipwaves Online,544646,
Shish Industries,540693,
Shiv Aum Steels,,SHIVAUM
Shiv Texchem,544272,
Shiva Cement,532323,
Shiva Global,530433,
Shiva Granito,540072,
Shiva Mills,540961,SHIVAMILLS
Shiva Suitings,521003,
Shiva Texyarn,511108,SHIVATEX
Shivagrico Impl.,522237,
Shivalic Power,,SPCL
Shivalik Bimetal,513097,SBCL
Shivalik Rasayan,539148,SHIVALIK
Shivam Autotech,532776,SHIVAMAUTO
Shivam Chemicals,544165,
Shivamshree Busi,538520,
Shivansh Finserv,539593,
Shivashrit Foods,,SHIVASHRIT
Shlokka Dyes,544582,
Shoora Designs,543970,
Shoppers Stop,532638,SHOPERSTOP
Shraddha Prime,531771,
Shradha AI Tech,543976,
Shradha Infrapr.,,SHRADHA
Shree Bhavya,521131,
Shree Cement,500387,SHREECEM
Shree Ganesh Bio,539470,
Shree Ganesh Rem,540737,
Shree Hanuman Sg,537709,
Shree Karni,,SHREEKARNI
Shree Marutinand,544083,
Shree Metalloys,531962,
Shree Mfg. Co.,503863,
Shree OSFM,,SHREEOSFM
Shree Pacetronix,527005,
Shree Precoated,533110,
Shree Ram Prote.,,SRPL
Shree Rama News.,500356,RAMANEWS
Shree Refrigerat,544458,
Shree Salasar,503635,
Shree Securities,538975,
Shree Tirupati,,TIRUPATI
Shree TirupatiBa,544249,BALAJEE
Shree Vasu Logis,,SVLL
Shreeji Global,,SHETHJI
Shreeji Ship. Gl,544490,SHREEJISPG
Shreeji Translog,540738,
Shreenath Paper,544372,
Shreeoswal Seeds,,OSWALSEEDS
Shreeshay Engi.,541112,
Shreevatsaa Fin.,532007,
Shrem InvIT,,SHREMINVIT
Shrenik,,SHRENIK
Shreyans Inds.,516016,SHREYANIND
Shreyas Interm.,526335,
Shri Ahimsa,,SHRIAHIMSA
Shri Balaji,544074,
Shri Gang Indus,523309,
Shri Hare-Krish.,,SHKSIL
Shri Kanha Stain,,SHRIKANHA
Shri Keshav,530977,
Shri Krishna,531080,
SHRI NIWAS L& F.,538897,
Shri Techtex,,SHRITECH
Shri Vasuprada,538092,
Shri Venkatesh,543373,
Shricon Indus.,508961,
Shringar House,544512,SHRINGARMS
Shriram AMC,531359,
Shriram Finance,511218,SHRIRAMFIN
Shriram Pistons,544344,SHRIPISTON
Shriram Properti,543419,SHRIRAMPPS
Shristi Infra,511411,
Shrydus Indust.,511493,
Shubham Polyspin,542019,
Shubhlaxmi Jewel,,SHUBHLAXMI
Shubhshree Bio.,,SHUBHSHREE
Shukra Bullions,531506,
Shukra Jewellery,523790,
Shukra Pharma.,524632,
Shyam Century,539252,SHYAMCENT
Shyam Dhani Ind.,,
Shyam Metalics,543299,SHYAMMETL
Shyam Telecom,517411,SHYAMTEL
Shyama Computro.,531219,
Shyamkamal Inv,505515,
Sibar Auto Parts,520141,
Sicagen India,533014,
Sical Logistics,520086,SICALLOG
Siddha Ventures,530439,
Siddhes. Garment,526877,
Siddhi Cotspin,,SIDDHICOTS
Siddhika Coatins,,SIDDHIKA
Siemens,500550,SIEMENS
Siemens Ener.Ind,544390,ENRIN
Sigachi Indust.,543389,SIGACHI
Sigma Solve,543917,SIGMA
SignatureGlobal,543990,SIGNATURE
Signet Industrie,512131,SIGIND
Signoria Creatio,,SIGNORIA
Signpost India,544117,SIGNPOST
Sihora Indust.,544585,
Sika Interplant,523606,
Sikko Industries,,SIKKO
Sikozy Realtors,524642,
SIL Investments,521194,SILINV
Silgo Retail,,SILGO
Silicon Rental,543615,
Silkflex Polymer,,SILKFLEX
Silky Overseas,,SILKY
Silly Monks,,SILLYMONKS
Silver Oak (I),531635,
Silver Pearl,543536,
Silver Touch,543525,SILVERTUC
Silverline Tech,500389,
Silveroak Comm,512197,
Simbhaoli Sugar,539742,SIMBHALS
Simm. Marshall,507998,
Simplex Castings,513472,
Simplex Infra,523838,SIMPLEXINF
Simplex Papers,533019,
Simplex Realty,503229,
Simran Farms,519566,
Sinclairs Hotels,523023,SINCLAIR
Sindhu Trade,532029,SINDHUTRAD
Singer India,505729,
Sinnar Bidi Udy.,509887,
Sintercom India,,SINTERCOM
Sir Shadi Lal,532879,
Sirca Paints,543686,SIRCA
Sirohia & Sons,538667,
SIS,540673,SIS
Sita Enterprises,512589,
Siti Networks,532795,SITINET
Siyaram Recycli.,544047,
Siyaram Silk,503811,SIYSIL
Sizemasters Tech,513496,
SJS Enterprises,543387,SJS
SJVN,533206,SJVN
SK Minerals & Additives,544584,
SKF India,500472,SKFINDIA
SKF India Indus.,544572,SKFINDUS
SKIL Infrastr,539861,SKIL
Skipper,538562,SKIPPER
SKM Egg Prod.,532143,SKMEGGPROD
SKP Bearing,,SKP
SKP Securities,531169,
Sky Gold & Diam.,541967,SKYGOLD
Sky Industries,526479,
Skyline Millars,505650,
Skyline Ventures,538919,
Slone Infosys.,,SLONE
SM Auto Stamping,543065,
Smart Finsec,539494,
Smarten Power,,SMARTEN
Smartlink Hold.,532419,SMARTLINK
Smartworks Cowor,544447,SMARTWORKS
SMC Global Sec.,543263,SMCGLOBAL
Smiths & Founder,513418,
SML Mahindra,505192,SMLMAH
Smruthi Organic,540686,
SMS Pharma.,532815,SMSPHARMA
SMT Engineering,538563,
SMVD Poly Pack,,SMVD
Snehaa Organics,,SNEHAA
SNL Bearings,505827,
Snowman Logistic,538635,SNOWMAN
Sobha,532784,SOBHA
Sobhagya Mercant,512014,
Sodhani Academy,544257,
Sodhani Capital,544560,
Sofcom Systems,538923,
Softrak Venture,531529,
Softsol India,532344,
Softtech Enginee,543470,SOFTTECH
Solar Industries,532725,SOLARINDS
Solara Active,541540,SOLARA
Solarium Green,544354,
Solarworld Ene.,544532,SOLARWORLD
Solex Energy,,SOLEX
Solid Stone Co,513699,
Solitaire Mach.,522152,
Solve Plastic,,BALCO
Solvex Edibles,544539,
Som Datt Finance,511571,
Som Distilleries,507514,SDBL
Soma Papers,516038,
Soma Textiles,521034,SOMATEX
Somany Ceramics,531548,SOMANYCERA
Somi Conv.Belt.,533001,SOMICONVEY
Sona BLW Precis.,543300,SONACOMS
Sona Machinery,,SONAMAC
Sonal Adhesives,526901,
Sonal Mercantile,538943,
Sonalis Consumer,543924,
Sonam,,SONAMLTD
Sonata Software,532221,SONATSOFTW
Soni Medicare,539378,
Sonu Infratech,,SONUINFRA
Sotac Pharma.,,SOTAC
Source Industrie,521036,
Source Natural,531398,
South Asian Ent.,526477,
South Ind.Bank,532218,SOUTHBANK
South West Pinn.,543986,SOUTHWEST
South. Magnesium,513498,
Southern Infocon,540174,
Southern Latex,514454,
Sover. Diamonds,523826,
SP Refractories,,SPRL
SPA CAPT SER,542376,
Space Incubatric,541890,
Spacenet Enterpr,,SPCENET
Span Divergent,524727,
Spandana Sphoort,542759,SPANDANA
SPARC,532872,SPARC
Sparc Electrex,531370,
Sparkle GoldRock,530037,
SPEB Adhesives,,SPEB
Speciality Rest.,534425,SPECIALITY
Spectra Industri,513687,
Spectrum Electr.,544386,SPECTRUM
Spectrum Foods,531982,
Spectrum Talent,,SPECTSTM
Spel Semiconduct,517166,
Spencer's Retail,542337,SPENCERS
Spenta Intl.,526161,
Spice IslandsInd,526827,
Spice LoungeFood,539895,
SpiceJet,500285,SPICEJET
Spinaroo Comm.,544392,
SPL Industries,532651,SPLIL
SPML Infra,500402,SPMLINFRA
Sportking India,539221,SPORTKING
SPP Polymer,,SPPPOLY
Sprayking Ltd,540079,
Spright Agro,531205,
Spunweb Nonwoven,,SPUNWEB
Square Four Pro.,526532,
Sr.Rayala.Hypo,532842,SRHHYPOLTD
Sreechem Resins,514248,
Sreeleathers,535601,SREEL
Srestha Finvest,539217,
SRF,503806,SRF
SRG Housing,534680,SRGHFL
Sri Adhik. Bros.,530943,SABTNL
Sri Chakra Cem.,518053,
Sri Havisha,531322,HAVISHA
Sri KPR Inds.,514442,
Sri Lak.Sar.Arni,521161,
Sri Lotus,544469,LOTUSDEV
Sri Nacha. Cott.,521234,
Sri Ramakr. Mill,521178,
Srigee DLM,544399,
Srivari Spices &,,SSFL
Srivasavi Adhes.,,SRIVASAVI
SRM Contractors,544158,SRM
SRM Energy Ltd,523222,
SRU Steels,540914,
SSMD Agrotech,544621,
SSPDL Ltd,530821,
SSPN FINANCE,539026,
Stallion India,544342,STALLION
Stanbik Agro,,
Standard Battery,504180,
Standard Glass,544333,SGLTL
Standard Inds.,530017,SIL
Standard Shoe,523351,
Standard Surfact,526231,
Stanley Lifesty.,544202,STANLEY
Stanpacks(India),530931,
Stanrose Mafat.,506105,
Star Cement,540575,STARCEMENT
Star Delta Trans,539255,
Star Health Insu,543412,STARHEALTH
Star Housing Fin,539017,
Star Imaging,544482,
Star Paper Mills,516022,STARPAPER
Starcom Info.,531616,
Starlineps Enter,540492,
Starlog Enterp.,520155,
Starsource Multitrade,506365,
Starteck Fin.,512381,STARTECK
Std. Capital Mkt,511700,
Steel City Sec.,,STEELCITY
Steel Exchange,534748,STEELXIND
Steel Str. Wheel,513262,SSWL
Steel Strips Inf,513173,
Steelcast,513517,STEELCAS
Steelco Gujarat,500399,
Steelman Telecom,543622,
STEL Holdings,533316,STEL
Stellant Secu.,526071,
Stellar Capital,536738,
Step Two Corp.,531509,
Sterling & Wils.,542760,SWSOLAR
Sterling Green,526500,
Sterling Powerg.,513575,
Sterling Tools,530759,STERTOOLS
Sterlite Tech.,532374,STLTECH
STL Global,532730,SGL
STL Networks,544395,STLNETWORK
Storage Tech,544171,
Stove Kraft,543260,STOVEKRAFT
Stovec Inds.,504959,
Stratmont Indus.,530495,
Strides Pharma,532531,STAR
